ind_share2011_1990,ind_share2015_1990,ind_share2021_1990,ind_share2022_1990,ind_share2023_1990,ind_share2024_1990,ind_share2026_1990,ind_share2032_1990,ind_share2033_1990,ind_share2034_1990,ind_share2035_1990,ind_share2037_1990,ind_share2041_1990,ind_share2043_1990,ind_share2044_1990,ind_share2045_1990,ind_share2046_1990,ind_share2047_1990,ind_share2048_1990,ind_share2051_1990,ind_share2062_1990,ind_share2064_1990,ind_share2066_1990,ind_share2067_1990,ind_share2074_1990,ind_share2075_1990,ind_share2076_1990,ind_share2077_1990,ind_share2079_1990,ind_share2082_1990,ind_share2083_1990,ind_share2084_1990,ind_share2085_1990,ind_share2086_1990,ind_share2087_1990,ind_share2091_1990,ind_share2095_1990,ind_share2096_1990,ind_share2097_1990,ind_share2098_1990,ind_share2099_1990,ind_share2111_1990,ind_share2121_1990,ind_share2131_1990,ind_share2141_1990,ind_share2211_1990,ind_share2221_1990,ind_share2231_1990,ind_share2241_1990,ind_share2252_1990,ind_share2253_1990,ind_share2257_1990,ind_share2258_1990,ind_share2273_1990,ind_share2281_1990,ind_share2284_1990,ind_share2295_1990,ind_share2296_1990,ind_share2297_1990,ind_share2298_1990,ind_share2299_1990,ind_share2311_1990,ind_share2321_1990,ind_share2322_1990,ind_share2323_1990,ind_share2325_1990,ind_share2329_1990,ind_share2331_1990,ind_share2335_1990,ind_share2337_1990,ind_share2339_1990,ind_share2341_1990,ind_share2342_1990,ind_share2353_1990,ind_share2369_1990,ind_share2371_1990,ind_share2381_1990,ind_share2384_1990,ind_share2385_1990,ind_share2386_1990,ind_share2389_1990,ind_share2391_1990,ind_share2392_1990,ind_share2393_1990,ind_share2394_1990,ind_share2395_1990,ind_share2396_1990,ind_share2399_1990,ind_share2411_1990,ind_share2421_1990,ind_share2426_1990,ind_share2429_1990,ind_share2431_1990,ind_share2434_1990,ind_share2435_1990,ind_share2436_1990,ind_share2439_1990,ind_share2448_1990,ind_share2449_1990,ind_share2451_1990,ind_share2452_1990,ind_share2491_1990,ind_share2493_1990,ind_share2499_1990,ind_share2514_1990,ind_share2515_1990,ind_share2517_1990,ind_share2522_1990,ind_share2542_1990,ind_share2591_1990,ind_share2599_1990,ind_share2611_1990,ind_share2621_1990,ind_share2652_1990,ind_share2653_1990,ind_share2655_1990,ind_share2656_1990,ind_share2657_1990,ind_share2672_1990,ind_share2673_1990,ind_share2675_1990,ind_share2676_1990,ind_share2677_1990,ind_share2678_1990,ind_share2679_1990,ind_share2711_1990,ind_share2721_1990,ind_share2731_1990,ind_share2741_1990,ind_share2752_1990,ind_share2761_1990,ind_share2771_1990,ind_share2782_1990,ind_share2796_1990,ind_share2812_1990,ind_share2813_1990,ind_share2816_1990,ind_share2819_1990,ind_share2821_1990,ind_share2822_1990,ind_share2823_1990,ind_share2824_1990,ind_share2833_1990,ind_share2834_1990,ind_share2835_1990,ind_share2841_1990,ind_share2842_1990,ind_share2843_1990,ind_share2844_1990,ind_share2851_1990,ind_share2861_1990,ind_share2865_1990,ind_share2869_1990,ind_share2873_1990,ind_share2874_1990,ind_share2879_1990,ind_share2891_1990,ind_share2892_1990,ind_share2893_1990,ind_share2895_1990,ind_share2899_1990,ind_share2911_1990,ind_share2951_1990,ind_share2952_1990,ind_share2992_1990,ind_share2999_1990,ind_share3011_1990,ind_share3021_1990,ind_share3052_1990,ind_share3053_1990,ind_share3069_1990,ind_share3089_1990,ind_share3111_1990,ind_share3131_1990,ind_share3142_1990,ind_share3143_1990,ind_share3144_1990,ind_share3149_1990,ind_share3151_1990,ind_share3161_1990,ind_share3171_1990,ind_share3172_1990,ind_share3199_1990,ind_share3211_1990,ind_share3221_1990,ind_share3229_1990,ind_share3231_1990,ind_share3241_1990,ind_share3251_1990,ind_share3253_1990,ind_share3255_1990,ind_share3259_1990,ind_share3261_1990,ind_share3262_1990,ind_share3263_1990,ind_share3264_1990,ind_share3269_1990,ind_share3271_1990,ind_share3272_1990,ind_share3273_1990,ind_share3274_1990,ind_share3275_1990,ind_share3281_1990,ind_share3291_1990,ind_share3292_1990,ind_share3295_1990,ind_share3296_1990,ind_share3297_1990,ind_share3299_1990,ind_share3312_1990,ind_share3313_1990,ind_share3315_1990,ind_share3321_1990,ind_share3331_1990,ind_share3334_1990,ind_share3339_1990,ind_share3341_1990,ind_share3351_1990,ind_share3353_1990,ind_share3354_1990,ind_share3356_1990,ind_share3357_1990,ind_share3365_1990,ind_share3399_1990,ind_share3411_1990,ind_share3412_1990,ind_share3421_1990,ind_share3423_1990,ind_share3425_1990,ind_share3429_1990,ind_share3431_1990,ind_share3432_1990,ind_share3433_1990,ind_share3441_1990,ind_share3442_1990,ind_share3443_1990,ind_share3444_1990,ind_share3446_1990,ind_share3448_1990,ind_share3449_1990,ind_share3452_1990,ind_share3462_1990,ind_share3465_1990,ind_share3466_1990,ind_share3469_1990,ind_share3482_1990,ind_share3484_1990,ind_share3489_1990,ind_share3491_1990,ind_share3493_1990,ind_share3494_1990,ind_share3496_1990,ind_share3497_1990,ind_share3499_1990,ind_share3511_1990,ind_share3519_1990,ind_share3523_1990,ind_share3524_1990,ind_share3531_1990,ind_share3532_1990,ind_share3533_1990,ind_share3534_1990,ind_share3535_1990,ind_share3536_1990,ind_share3537_1990,ind_share3541_1990,ind_share3542_1990,ind_share3543_1990,ind_share3544_1990,ind_share3545_1990,ind_share3546_1990,ind_share3547_1990,ind_share3548_1990,ind_share3549_1990,ind_share3552_1990,ind_share3553_1990,ind_share3554_1990,ind_share3555_1990,ind_share3556_1990,ind_share3559_1990,ind_share3561_1990,ind_share3562_1990,ind_share3563_1990,ind_share3564_1990,ind_share3566_1990,ind_share3567_1990,ind_share3568_1990,ind_share3569_1990,ind_share3571_1990,ind_share3578_1990,ind_share3579_1990,ind_share3581_1990,ind_share3582_1990,ind_share3585_1990,ind_share3586_1990,ind_share3589_1990,ind_share3596_1990,ind_share3599_1990,ind_share3612_1990,ind_share3613_1990,ind_share3621_1990,ind_share3624_1990,ind_share3625_1990,ind_share3629_1990,ind_share3631_1990,ind_share3632_1990,ind_share3633_1990,ind_share3634_1990,ind_share3635_1990,ind_share3639_1990,ind_share3641_1990,ind_share3643_1990,ind_share3644_1990,ind_share3647_1990,ind_share3648_1990,ind_share3651_1990,ind_share3652_1990,ind_share3661_1990,ind_share3671_1990,ind_share3674_1990,ind_share3675_1990,ind_share3676_1990,ind_share3677_1990,ind_share3678_1990,ind_share3679_1990,ind_share3691_1990,ind_share3692_1990,ind_share3694_1990,ind_share3699_1990,ind_share3711_1990,ind_share3713_1990,ind_share3714_1990,ind_share3715_1990,ind_share3721_1990,ind_share3724_1990,ind_share3728_1990,ind_share3731_1990,ind_share3732_1990,ind_share3743_1990,ind_share3751_1990,ind_share3761_1990,ind_share3764_1990,ind_share3792_1990,ind_share3795_1990,ind_share3799_1990,ind_share3812_1990,ind_share3821_1990,ind_share3822_1990,ind_share3823_1990,ind_share3824_1990,ind_share3825_1990,ind_share3826_1990,ind_share3829_1990,ind_share3841_1990,ind_share3842_1990,ind_share3843_1990,ind_share3845_1990,ind_share3851_1990,ind_share3861_1990,ind_share3873_1990,ind_share3911_1990,ind_share3914_1990,ind_share3915_1990,ind_share3931_1990,ind_share3944_1990,ind_share3949_1990,ind_share3951_1990,ind_share3952_1990,ind_share3953_1990,ind_share3955_1990,ind_share3961_1990,ind_share3965_1990,ind_share3991_1990,ind_share3993_1990,ind_share3996_1990,ind_share3999_1990,ind_share2011_2000,ind_share2015_2000,ind_share2021_2000,ind_share2022_2000,ind_share2023_2000,ind_share2024_2000,ind_share2026_2000,ind_share2032_2000,ind_share2033_2000,ind_share2034_2000,ind_share2035_2000,ind_share2037_2000,ind_share2041_2000,ind_share2043_2000,ind_share2044_2000,ind_share2045_2000,ind_share2046_2000,ind_share2047_2000,ind_share2048_2000,ind_share2051_2000,ind_share2062_2000,ind_share2064_2000,ind_share2066_2000,ind_share2067_2000,ind_share2068_2000,ind_share2074_2000,ind_share2075_2000,ind_share2076_2000,ind_share2077_2000,ind_share2079_2000,ind_share2082_2000,ind_share2083_2000,ind_share2084_2000,ind_share2085_2000,ind_share2086_2000,ind_share2087_2000,ind_share2091_2000,ind_share2095_2000,ind_share2096_2000,ind_share2097_2000,ind_share2098_2000,ind_share2099_2000,ind_share2111_2000,ind_share2121_2000,ind_share2131_2000,ind_share2141_2000,ind_share2211_2000,ind_share2221_2000,ind_share2231_2000,ind_share2241_2000,ind_share2252_2000,ind_share2253_2000,ind_share2257_2000,ind_share2258_2000,ind_share2273_2000,ind_share2281_2000,ind_share2284_2000,ind_share2295_2000,ind_share2296_2000,ind_share2297_2000,ind_share2298_2000,ind_share2299_2000,ind_share2311_2000,ind_share2321_2000,ind_share2322_2000,ind_share2323_2000,ind_share2325_2000,ind_share2329_2000,ind_share2331_2000,ind_share2335_2000,ind_share2337_2000,ind_share2339_2000,ind_share2341_2000,ind_share2342_2000,ind_share2353_2000,ind_share2369_2000,ind_share2371_2000,ind_share2381_2000,ind_share2384_2000,ind_share2385_2000,ind_share2386_2000,ind_share2389_2000,ind_share2391_2000,ind_share2392_2000,ind_share2393_2000,ind_share2394_2000,ind_share2395_2000,ind_share2396_2000,ind_share2399_2000,ind_share2411_2000,ind_share2421_2000,ind_share2426_2000,ind_share2429_2000,ind_share2431_2000,ind_share2434_2000,ind_share2435_2000,ind_share2436_2000,ind_share2439_2000,ind_share2448_2000,ind_share2449_2000,ind_share2451_2000,ind_share2452_2000,ind_share2491_2000,ind_share2493_2000,ind_share2499_2000,ind_share2514_2000,ind_share2515_2000,ind_share2517_2000,ind_share2522_2000,ind_share2542_2000,ind_share2591_2000,ind_share2599_2000,ind_share2611_2000,ind_share2621_2000,ind_share2652_2000,ind_share2653_2000,ind_share2655_2000,ind_share2656_2000,ind_share2657_2000,ind_share2672_2000,ind_share2673_2000,ind_share2674_2000,ind_share2675_2000,ind_share2676_2000,ind_share2677_2000,ind_share2678_2000,ind_share2679_2000,ind_share2711_2000,ind_share2721_2000,ind_share2731_2000,ind_share2741_2000,ind_share2752_2000,ind_share2761_2000,ind_share2771_2000,ind_share2782_2000,ind_share2796_2000,ind_share2812_2000,ind_share2813_2000,ind_share2816_2000,ind_share2819_2000,ind_share2821_2000,ind_share2822_2000,ind_share2823_2000,ind_share2824_2000,ind_share2833_2000,ind_share2834_2000,ind_share2835_2000,ind_share2836_2000,ind_share2841_2000,ind_share2842_2000,ind_share2843_2000,ind_share2844_2000,ind_share2851_2000,ind_share2861_2000,ind_share2865_2000,ind_share2869_2000,ind_share2873_2000,ind_share2874_2000,ind_share2879_2000,ind_share2891_2000,ind_share2892_2000,ind_share2893_2000,ind_share2895_2000,ind_share2899_2000,ind_share2911_2000,ind_share2951_2000,ind_share2952_2000,ind_share2992_2000,ind_share2999_2000,ind_share3011_2000,ind_share3021_2000,ind_share3052_2000,ind_share3053_2000,ind_share3069_2000,ind_share3081_2000,ind_share3082_2000,ind_share3083_2000,ind_share3084_2000,ind_share3085_2000,ind_share3088_2000,ind_share3089_2000,ind_share3111_2000,ind_share3131_2000,ind_share3142_2000,ind_share3143_2000,ind_share3144_2000,ind_share3149_2000,ind_share3151_2000,ind_share3161_2000,ind_share3171_2000,ind_share3172_2000,ind_share3199_2000,ind_share3211_2000,ind_share3221_2000,ind_share3229_2000,ind_share3231_2000,ind_share3241_2000,ind_share3251_2000,ind_share3253_2000,ind_share3255_2000,ind_share3259_2000,ind_share3261_2000,ind_share3262_2000,ind_share3263_2000,ind_share3264_2000,ind_share3269_2000,ind_share3271_2000,ind_share3272_2000,ind_share3273_2000,ind_share3274_2000,ind_share3275_2000,ind_share3281_2000,ind_share3291_2000,ind_share3292_2000,ind_share3295_2000,ind_share3296_2000,ind_share3297_2000,ind_share3299_2000,ind_share3312_2000,ind_share3313_2000,ind_share3315_2000,ind_share3321_2000,ind_share3331_2000,ind_share3334_2000,ind_share3339_2000,ind_share3341_2000,ind_share3351_2000,ind_share3353_2000,ind_share3354_2000,ind_share3356_2000,ind_share3357_2000,ind_share3365_2000,ind_share3399_2000,ind_share3411_2000,ind_share3412_2000,ind_share3421_2000,ind_share3423_2000,ind_share3425_2000,ind_share3429_2000,ind_share3431_2000,ind_share3432_2000,ind_share3433_2000,ind_share3441_2000,ind_share3442_2000,ind_share3443_2000,ind_share3444_2000,ind_share3446_2000,ind_share3448_2000,ind_share3449_2000,ind_share3452_2000,ind_share3462_2000,ind_share3465_2000,ind_share3466_2000,ind_share3469_2000,ind_share3482_2000,ind_share3484_2000,ind_share3489_2000,ind_share3491_2000,ind_share3492_2000,ind_share3493_2000,ind_share3494_2000,ind_share3496_2000,ind_share3497_2000,ind_share3499_2000,ind_share3511_2000,ind_share3519_2000,ind_share3523_2000,ind_share3524_2000,ind_share3531_2000,ind_share3532_2000,ind_share3533_2000,ind_share3534_2000,ind_share3535_2000,ind_share3536_2000,ind_share3537_2000,ind_share3541_2000,ind_share3542_2000,ind_share3543_2000,ind_share3544_2000,ind_share3545_2000,ind_share3546_2000,ind_share3547_2000,ind_share3548_2000,ind_share3549_2000,ind_share3552_2000,ind_share3553_2000,ind_share3554_2000,ind_share3555_2000,ind_share3556_2000,ind_share3559_2000,ind_share3561_2000,ind_share3562_2000,ind_share3563_2000,ind_share3564_2000,ind_share3565_2000,ind_share3566_2000,ind_share3567_2000,ind_share3568_2000,ind_share3569_2000,ind_share3571_2000,ind_share3572_2000,ind_share3577_2000,ind_share3578_2000,ind_share3579_2000,ind_share3581_2000,ind_share3582_2000,ind_share3585_2000,ind_share3586_2000,ind_share3589_2000,ind_share3593_2000,ind_share3594_2000,ind_share3596_2000,ind_share3599_2000,ind_share3612_2000,ind_share3613_2000,ind_share3621_2000,ind_share3624_2000,ind_share3625_2000,ind_share3629_2000,ind_share3631_2000,ind_share3632_2000,ind_share3633_2000,ind_share3634_2000,ind_share3635_2000,ind_share3639_2000,ind_share3641_2000,ind_share3643_2000,ind_share3644_2000,ind_share3647_2000,ind_share3648_2000,ind_share3651_2000,ind_share3652_2000,ind_share3661_2000,ind_share3663_2000,ind_share3669_2000,ind_share3671_2000,ind_share3672_2000,ind_share3674_2000,ind_share3675_2000,ind_share3676_2000,ind_share3677_2000,ind_share3678_2000,ind_share3679_2000,ind_share3691_2000,ind_share3692_2000,ind_share3694_2000,ind_share3695_2000,ind_share3699_2000,ind_share3711_2000,ind_share3713_2000,ind_share3714_2000,ind_share3715_2000,ind_share3721_2000,ind_share3724_2000,ind_share3728_2000,ind_share3731_2000,ind_share3732_2000,ind_share3743_2000,ind_share3751_2000,ind_share3761_2000,ind_share3764_2000,ind_share3792_2000,ind_share3795_2000,ind_share3799_2000,ind_share3812_2000,ind_share3821_2000,ind_share3822_2000,ind_share3823_2000,ind_share3824_2000,ind_share3825_2000,ind_share3826_2000,ind_share3827_2000,ind_share3829_2000,ind_share3841_2000,ind_share3842_2000,ind_share3843_2000,ind_share3844_2000,ind_share3845_2000,ind_share3851_2000,ind_share3861_2000,ind_share3873_2000,ind_share3911_2000,ind_share3914_2000,ind_share3915_2000,ind_share3931_2000,ind_share3944_2000,ind_share3949_2000,ind_share3951_2000,ind_share3952_2000,ind_share3953_2000,ind_share3955_2000,ind_share3961_2000,ind_share3965_2000,ind_share3991_2000,ind_share3993_2000,ind_share3996_2000,ind_share3999_2000
.0047565419,0,0,.00020375925,.00098439038,.00046590282,.0018858194,0,.00023483521,0,.00016277634,0,.00092379638,0,0,0,0,0,.00014358039,.0027843262,0,.00021755477,.00002579904,0,0,0,0,0,0,0,0,0,0,.0039094575,0,0,0,.0005866022,0,0,.001077494,0,0,0,.0021948076,.004264337,.0055395896,0,.00098439038,.00090969383,.002551768,0,0,0,.0008996129,0,.0023670343,0,0,0,0,0,.002176546,.0023799173,0,.012768797,.00015418186,.0014784783,.0010314089,.0030139182,.0023831336,.011645054,0,0,.00094805536,0,.0012071437,0,0,0,0,0,0,0,0,.00021812542,.00025554834,0,.0002592082,.001144764,.0035650253,0,.0053641512,.00025875831,0,0,.00047724193,.0050066682,0,.00057608495,0,0,.000059332986,.000020815824,0,.0002817247,.0038970376,0,0,0,.018243456,0,.0073213535,.000082676255,.0024513532,.00043447426,0,0,0,.0013335103,0,0,0,.000091526454,.000084364772,.0040484644,.000084029372,.023233203,.00019558072,.0042161415,.0019094581,0,.00034697642,.00015707579,0,7.7521263e-06,0,.0036923401,.0067933765,0,.061182491,.0055956421,0,.0041293907,0,0,0,0,0,0,0,.00021123033,.019188793,.000045106375,.00014444361,.000064586602,0,.0077306302,.00019001418,0,0,0,.000023979142,0,0,0,0,0,0,.00021917745,.0036229684,.0022226784,0,0,0,0,0,0,0,0,0,0,.00038002836,.0077567715,0,0,0,.0010444552,.0019637751,0,0,0,0,0,0,6.7264915e-07,.000017640246,.00078553456,.0010204703,.00071936141,8.1224835e-06,.0010204844,8.1224835e-06,0,0,0,0,0,.0002161921,.0020697999,0,0,.0024508801,0,0,0,.00098439038,0,0,.0010588779,.00098439038,.002410569,.00021906976,0,.0040467433,.00021917744,0,.0042433292,0,.00013148399,0,0,9.6720332e-06,.001186475,.00085242081,.005384428,.00078762783,0,0,0,.0016166928,.0004293602,.0027192736,0,.005753329,8.6300452e-06,0,.010843238,.00012738939,.000064423301,.00062240055,.000011708749,.0025601771,.0011490745,0,0,0,0,4.0860746e-06,.00098471018,0,0,8.2893412e-06,.0021228727,.00025522246,0,0,2.2208717e-07,.00032758634,.0021885897,0,0,.000054680477,0,.00018621114,.00018709099,0,0,0,0,1.1895905e-06,.0046718419,.0019823411,.0012239697,6.4560095e-07,3.6905917e-07,7.5134795e-07,.00058206666,.0062484569,0,0,0,0,8.9419182e-06,0,.000072981755,0,.0018405702,.0010178005,0,.0022424033,0,.000076095166,0,0,0,0,.0025999136,.002269299,.0052454146,0,0,0,0,.00048298575,.020576857,8.3128916e-06,.024165714,1.5277386e-06,0,0,0,.0015294068,0,.00012651194,0,0,0,.00030458771,.00047684237,.00061059749,.0088096708,0,0,.00005804286,.00048298575,.0011857358,8.8240649e-06,0,0,0,0,.000082676248,0,0,.0030063104,.000025845176,.0083184959,.000054680477,0,0,.000062545427,.000042304084,0,8.8236702e-06,0,0,0,0,0,0,.000054789431,0,.0010588779,0,.0023353102,0,0,.000015349098,0,0,0,.00098635186,.0001890476,0,.0048492099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0020202312,8.9847235e-06,0,.00018490139,0,0,.0031875004,0,.00032623886,0,0,0,.00048105788,1.3199044e-06,3.7619077e-07,1.0657476e-06,7.2717523e-07,1.1679840e-06,.000069766946,.0042312355,0,.00022949853,0,0,0,0,0,0,0,0,0,0,0,0,.0011932747,0,0,0,.0045717261,0,0,.00090948935,0,0,0,.0021593997,.0038124903,.0039984328,0,0,.00063939008,.0028963441,.00048898521,0,.00022384647,8.8960860e-06,0,.0031563258,0,.00045444886,0,.00018045038,0,0,0,9.2092478e-06,.0047152187,.0031726651,.0030580692,0,.00081158825,.0068124202,.0016973007,0,0,.0060557239,0,.00037375689,0,0,9.2092478e-06,0,0,0,0,.00020533636,.00044482705,8.3752375e-06,0,.00060741213,.0016604183,.0023337393,.00010257719,.0031266853,.000039842758,0,0,.00032048323,.00084098009,0,0,0,.00085893675,.0005262458,.000027287031,.0041256789,.00037140519,3.5625141e-07,3.8501471e-06,.000076646065,1.6570204e-06,.013324961,0,.0055384487,.00017949307,.0015203834,.00025322344,0,.0001538629,.0002936016,.00017314468,0,0,.0001388355,.00025322344,.00017822947,.0041028489,.0039079343,.000083621846,.013701786,.000017189723,.0068372735,.0013973684,0,.00080004631,.000059789414,0,.0001217435,0,.0048640654,.019903569,0,.027277986,.0044015939,0,.0041094804,0,0,.000084963627,0,0,0,0,0,0,.019903569,0,.00044513031,0,0,.0073737954,.00007929674,0,.00040479147,.000049220376,8.4595849e-06,8.8251691e-06,7.6966116e-06,1.4837688e-06,.000093906157,0,0,.00018788766,.0017886756,0,.0038185406,0,0,0,0,.0052721649,.00007929674,0,0,0,0,0,0,0,0,0,.00007929674,.0062121102,0,0,.00019278361,0,.001265577,0,.00085166056,0,0,0,0,0,9.8262090e-06,.0012881167,.001007451,.00091300474,0,.00088013214,.000038689195,.00048167701,0,.00081687974,.00085166056,.00085166056,0,.0036307499,0,0,.0014576492,0,0,0,.0001546812,0,0,.0022292978,.0021593997,.0021292269,.0034872419,0,.002136878,.00018788766,0,.0034227816,0,.0046382723,0,0,9.0110289e-06,.0030651917,.000088053785,.00057617133,.00034576477,.000075387921,.006677812,.00022059705,.00045078972,.00073275005,.0020899449,0,.00051886559,.0010910247,0,0,8.2606484e-06,5.2953174e-06,.00010717311,.00010175275,.00093365624,1.6651039e-06,.00067461905,0,0,.00048571065,0,7.6812339e-06,.0010684173,0,0,.0010796222,.0022722213,.00015712995,0,0,0,.00025428936,.002297078,0,9.1316842e-06,0,0,.00041387338,.000064894382,.000064894382,0,0,.00023011683,.000034737328,.0039547742,.000034737328,.00086248852,0,0,0,0,.00022202432,.000042295134,0,0,0,0,0,0,.0094956318,.0021815829,.000035577094,.00035590932,.0018049334,0,.0027329775,.0020962374,0,.001395741,0,0,0,0,0,0,.0021432699,.0048479601,.004013916,0,0,0,0,.00037839756,.019670334,0,0,.00018747056,0,0,0,0,.000041552346,0,0,0,.0010943908,0,0,0,.000043649739,0,0,.00057469215,.0089355642,.00093738531,0,0,.00018747059,0,.0000425412,.00021365839,0,.010796254,0,0,0,0,0,0,.0013117063,.010369397,0,8.8020843e-06,0,0,0,.0021028407,0,.00088566809,0,0,0,0,0,8.7531828e-07,1.4990903e-07,1.4666041e-07,8.7875314e-06,.00015733292,.000070252361,2.4002864e-07,1.6029178e-07,.000083530271,.000073420779,5.5062509e-07,2.3531956e-07,.00075902638,.00044333041,1.7388116e-07,.0036496536
